source,label,timestamp
C1030484150,0,2023-10-09 16:20:02.301
C1019678929,0,2023-10-09 16:20:10.000
C1032319289,0,2023-10-09 16:21:01.859
C1033736586,0,2023-10-09 16:21:12.600
C102364766,0,2023-10-09 16:21:16.016
C1023803355,0,2023-10-09 16:22:24.828
C1025104996,0,2023-10-09 16:22:31.975
C1007790716,0,2023-10-09 16:22:32.322
C1005126300,0,2023-10-09 16:22:36.691
C1013199152,0,2023-10-09 16:22:40.759
C1035681921,0,2023-10-09 16:23:44.572
C1038996959,0,2023-10-09 16:24:26.420
C1027777422,0,2023-10-09 16:24:55.564
C1039035065,0,2023-10-09 16:25:16.401
C1035681921,0,2023-10-09 16:25:31.067
C1038722314,0,2023-10-09 16:25:32.193
C1030975170,0,2023-10-09 16:26:01.452
C1034685704,0,2023-10-09 16:26:43.311
C1035222482,0,2023-10-09 16:26:52.981
C102364766,0,2023-10-09 16:27:23.499
C1038329920,0,2023-10-09 16:27:27.208
C1035222482,0,2023-10-09 16:27:46.564
C1030975170,0,2023-10-09 16:28:36.818
C1033736586,0,2023-10-09 16:29:26.148
C1029994689,0,2023-10-09 16:29:36.146
C1039035065,0,2023-10-09 16:30:08.902
C1038996959,0,2023-10-09 16:31:40.601
C1035581047,0,2023-10-09 16:32:25.523
C1018783569,0,2023-10-09 16:32:57.688
C102010508,0,2023-10-09 16:33:09.285
C1021409246,0,2023-10-09 16:33:15.637
C1038277619,1,2023-10-09 16:33:29.345
C1018783569,0,2023-10-09 16:33:40.744
C1021409246,0,2023-10-09 16:34:00.329
C1010936270,0,2023-10-09 16:34:19.819
C1029994689,0,2023-10-09 16:34:21.903
C1014010834,0,2023-10-09 16:34:25.255
C1021409246,0,2023-10-09 16:34:46.231
C1013313546,0,2023-10-09 16:35:20.894
C1018388493,0,2023-10-09 16:35:32.637
C1014347664,0,2023-10-09 16:35:36.074
C1028995887,0,2023-10-09 16:35:48.573
C1006176917,0,2023-10-09 16:36:18.340
C1023694383,0,2023-10-09 16:36:34.189
C1004300450,0,2023-10-09 16:36:51.484
C1032319289,0,2023-10-09 16:37:11.473
C1039748502,0,2023-10-09 16:37:20.730
C1010589026,0,2023-10-09 16:37:26.598
C1000148617,0,2023-10-09 16:37:44.272
C1031698099,0,2023-10-09 16:37:57.936
C1028143403,0,2023-10-09 16:37:59.770
C1000148617,0,2023-10-09 16:38:08.558
C1027777422,0,2023-10-09 16:38:24.543
C1019678929,0,2023-10-09 16:38:25.320
C1004109477,0,2023-10-09 16:38:26.310
C1027777422,0,2023-10-09 16:38:49.196
C1009080922,0,2023-10-09 16:39:16.677
C1025104996,0,2023-10-09 16:39:29.565
C1023803355,0,2023-10-09 16:39:45.651
C1008918174,0,2023-10-09 16:40:10.566
C1019071188,0,2023-10-09 16:40:42.182
C1019678929,0,2023-10-09 16:41:08.809
C1010865894,0,2023-10-09 16:41:19.789
C1008918174,0,2023-10-09 16:41:54.158
C1022530210,0,2023-10-09 16:42:01.493
C100045114,0,2023-10-09 16:42:36.010
C1027777422,0,2023-10-09 16:42:47.639
C1033416330,0,2023-10-09 16:43:27.194
C1000148617,0,2023-10-09 16:43:37.205
C1005126300,0,2023-10-09 16:43:40.175
C1035581047,0,2023-10-09 16:44:00.417
C10263180,0,2023-10-09 16:44:06.079
C103240070,0,2023-10-09 16:44:25.376
C1010865894,0,2023-10-09 16:44:38.145
C1035681921,0,2023-10-09 16:44:51.293
C1007790716,0,2023-10-09 16:45:19.516
C1032319289,0,2023-10-09 16:47:07.762
C1010589026,0,2023-10-09 16:47:16.326
C1030975170,0,2023-10-09 16:47:40.059
C1037161656,0,2023-10-09 16:48:06.734
C1004300450,0,2023-10-09 16:48:35.875
C1028995887,0,2023-10-09 16:48:40.370
C1030975170,0,2023-10-09 16:48:42.995
C1018153896,0,2023-10-09 16:49:15.482
C1035681921,0,2023-10-09 16:49:27.884
C1039748502,0,2023-10-09 16:49:48.261
C10105795,0,2023-10-09 16:49:55.556
C1005806982,0,2023-10-09 16:50:00.477
C1035222482,0,2023-10-09 16:50:32.945
C1011693897,0,2023-10-09 16:50:54.798
C1014124305,0,2023-10-09 16:51:23.793
C1027777422,0,2023-10-09 16:52:03.812
C1022153336,0,2023-10-09 16:52:08.846
C1038722314,0,2023-10-09 16:52:31.641
C1033416330,0,2023-10-09 16:52:32.987
C1039390058,0,2023-10-09 16:52:39.925
C1035581047,0,2023-10-09 16:53:45.077
C10263180,0,2023-10-09 16:53:49.259
C1033848759,0,2023-10-09 16:53:52.183
C1004300450,0,2023-10-09 16:54:43.132
C1018153896,0,2023-10-09 16:55:17.286
C1010865894,0,2023-10-09 16:55:38.816
C1032715879,0,2023-10-09 16:55:40.060
C1007572087,0,2023-10-09 16:55:51.864
C100992504,0,2023-10-09 16:56:20.992
C1030975170,0,2023-10-09 16:56:47.722
C1020355960,0,2023-10-09 16:57:33.836
C1029994689,0,2023-10-09 16:57:41.204
C1013313546,0,2023-10-09 16:57:47.622
C1020192133,0,2023-10-09 16:58:06.372
C1000699316,0,2023-10-09 16:58:12.117
C1014010834,0,2023-10-09 16:58:15.647
C1021896897,1,2023-10-09 16:58:33.789
C1020192133,0,2023-10-09 16:58:34.325
C1018783569,0,2023-10-09 16:58:59.538
C1025104996,0,2023-10-09 16:59:20.602
C1021409246,0,2023-10-09 16:59:51.528
C1020355960,0,2023-10-09 17:00:54.143
C1037622786,0,2023-10-09 17:01:44.382
C1020355960,0,2023-10-09 17:01:44.705
C1004532392,0,2023-10-09 17:01:54.263
C1013313546,0,2023-10-09 17:02:16.238
C1039390058,0,2023-10-09 17:02:18.293
C1011693897,0,2023-10-09 17:02:51.183
C1020355960,0,2023-10-09 17:03:14.045
C1014313887,0,2023-10-09 17:03:19.256
C1014347664,0,2023-10-09 17:03:49.897
C1018979501,0,2023-10-09 17:04:23.770
C1025104996,0,2023-10-09 17:04:36.820
C1025104996,0,2023-10-09 17:04:52.101
C100992504,0,2023-10-09 17:04:58.717
C1022153336,0,2023-10-09 17:05:03.135
C1035581047,0,2023-10-09 17:05:11.019
C1038879380,0,2023-10-09 17:05:16.856
C1025104996,0,2023-10-09 17:05:28.356
C1007572087,0,2023-10-09 17:05:29.969
C1022530210,1,2023-10-09 17:05:50.392
C1033736586,0,2023-10-09 17:06:00.303
C1018153896,0,2023-10-09 17:06:09.219
C1004300450,0,2023-10-09 17:06:10.012
C1029994689,0,2023-10-09 17:06:50.402
C102256008,0,2023-10-09 17:07:06.211
C1030975170,0,2023-10-09 17:08:16.493
C102364766,0,2023-10-09 17:08:17.467
C1038722314,0,2023-10-09 17:08:24.724
C1033736586,0,2023-10-09 17:08:55.290
C1014847580,0,2023-10-09 17:09:05.062
C1022530210,0,2023-10-09 17:09:08.136
C1014124305,0,2023-10-09 17:09:10.660
C1018653381,0,2023-10-09 17:09:14.589
C1020019215,0,2023-10-09 17:09:30.018
C103240070,0,2023-10-09 17:09:30.975
C1033736586,0,2023-10-09 17:09:34.711
C1038733568,0,2023-10-09 17:10:16.890
C1002759277,0,2023-10-09 17:10:23.573
C1029994689,0,2023-10-09 17:11:13.532
C1035222482,0,2023-10-09 17:11:35.985
C1013313546,1,2023-10-09 17:11:39.542
C1037161656,0,2023-10-09 17:11:45.765
C100992504,0,2023-10-09 17:12:02.099
C1009080922,0,2023-10-09 17:12:07.233
C1013313546,0,2023-10-09 17:12:58.603
C1018653381,0,2023-10-09 17:13:08.392
C1023803355,0,2023-10-09 17:13:19.581
C1035222482,0,2023-10-09 17:13:30.320
C10105795,0,2023-10-09 17:13:56.623
C1014010834,0,2023-10-09 17:14:05.143
C102256008,0,2023-10-09 17:14:08.760
C1010936270,0,2023-10-09 17:14:14.842
C1031698099,0,2023-10-09 17:14:18.699
C1038879380,0,2023-10-09 17:14:26.750
C1018653381,0,2023-10-09 17:14:42.710
C1020355960,0,2023-10-09 17:14:49.726
C1039748502,0,2023-10-09 17:14:50.284
C1007572087,0,2023-10-09 17:15:00.300
C1027777422,0,2023-10-09 17:15:02.478
C1035581047,0,2023-10-09 17:15:03.102
C1038733568,0,2023-10-09 17:15:43.238
C100992504,0,2023-10-09 17:16:20.692
C1000699316,0,2023-10-09 17:16:24.259
C1022530210,0,2023-10-09 17:16:36.665
C1004300450,0,2023-10-09 17:16:45.796
C1013313546,0,2023-10-09 17:16:45.934
C1008918174,0,2023-10-09 17:16:53.489
C1038996959,0,2023-10-09 17:16:57.628
C1007572087,0,2023-10-09 17:17:45.736
C102010508,0,2023-10-09 17:17:53.358
C1010589026,0,2023-10-09 17:18:16.469
C102364766,0,2023-10-09 17:19:17.387
C1010589026,0,2023-10-09 17:19:28.112
C1006176917,0,2023-10-09 17:19:32.528
C1035666255,0,2023-10-09 17:19:51.618
C1034685704,0,2023-10-09 17:20:05.526
C1020355960,0,2023-10-09 17:20:08.128
C1035222482,0,2023-10-09 17:20:15.149
C1031698099,0,2023-10-09 17:20:17.030
C1000699316,0,2023-10-09 17:20:48.176
C1033736586,0,2023-10-09 17:21:32.316
C1018979501,0,2023-10-09 17:21:36.591
C102256008,0,2023-10-09 17:22:08.608
C1038879380,0,2023-10-09 17:24:03.058
C1010865894,0,2023-10-09 17:24:09.892
C1000148617,1,2023-10-09 17:24:37.584
C1000699316,0,2023-10-09 17:24:44.015
C100992504,0,2023-10-09 17:24:48.110
C103240070,0,2023-10-09 17:25:43.872
C1037161656,0,2023-10-09 17:25:59.621
C100992504,0,2023-10-09 17:26:08.761
C1005126300,0,2023-10-09 17:26:30.217
C1007790716,0,2023-10-09 17:26:53.783
C1014010834,0,2023-10-09 17:27:28.851
C1022713215,0,2023-10-09 17:27:31.201
C1028143403,0,2023-10-09 17:27:41.730
C1032715879,0,2023-10-09 17:28:01.973
C1027777422,0,2023-10-09 17:28:18.669
C1005126300,0,2023-10-09 17:28:28.473
C1014847580,0,2023-10-09 17:29:13.635
C1022713215,0,2023-10-09 17:29:41.538
C1010865894,0,2023-10-09 17:29:50.326
C1030975170,0,2023-10-09 17:30:00.396
C1014347664,0,2023-10-09 17:30:39.515
C1038722314,0,2023-10-09 17:30:58.038
C10263180,0,2023-10-09 17:31:00.189
C1030484150,0,2023-10-09 17:31:12.879
C1033736586,0,2023-10-09 17:31:28.887
C1010865894,0,2023-10-09 17:31:45.554
C1038996959,0,2023-10-09 17:31:46.340
C1030484150,0,2023-10-09 17:31:53.494
C1021409246,0,2023-10-09 17:32:05.381
C1034685704,0,2023-10-09 17:32:10.332
C1014847580,0,2023-10-09 17:32:14.374
C1007572087,1,2023-10-09 17:32:18.601
C1020355960,0,2023-10-09 17:32:22.017
C1039748502,0,2023-10-09 17:32:41.363
C1039035065,0,2023-10-09 17:32:48.050
C1039035065,0,2023-10-09 17:32:49.354
C1000148617,0,2023-10-09 17:33:01.515
C1037161656,0,2023-10-09 17:33:13.568
C1005126300,0,2023-10-09 17:33:57.465
C1007572087,0,2023-10-09 17:34:24.680
C1009080922,0,2023-10-09 17:34:27.912
C1004109477,0,2023-10-09 17:34:30.726
C1004300450,0,2023-10-09 17:34:43.069
C1017941602,0,2023-10-09 17:34:49.311
C1032715879,0,2023-10-09 17:35:16.953
C1039035065,0,2023-10-09 17:35:35.154
C1035222482,0,2023-10-09 17:35:58.269
C10263180,0,2023-10-09 17:36:03.284
C1035154937,0,2023-10-09 17:36:08.747
C100992504,0,2023-10-09 17:36:49.267
C1038329920,0,2023-10-09 17:37:13.528
C1022530210,0,2023-10-09 17:37:14.415
C1007572087,0,2023-10-09 17:38:20.118
C1030484150,0,2023-10-09 17:39:35.344
C1027777422,0,2023-10-09 17:39:40.863
C1018653381,0,2023-10-09 17:39:46.997
C1018388493,0,2023-10-09 17:40:42.736
C1025104996,0,2023-10-09 17:40:45.646
C100992504,0,2023-10-09 17:41:01.712
C1018388493,0,2023-10-09 17:41:18.423
C1033416330,0,2023-10-09 17:42:27.147
C1037161656,0,2023-10-09 17:42:30.665
C1035681921,0,2023-10-09 17:42:36.725
C1035666255,0,2023-10-09 17:42:39.752
C1035222482,0,2023-10-09 17:42:42.273
C103240070,0,2023-10-09 17:42:58.302
C1020019215,0,2023-10-09 17:43:09.416
C10263180,0,2023-10-09 17:43:52.829
C1018388493,0,2023-10-09 17:44:01.449
C1005126300,0,2023-10-09 17:44:03.554
C1000699316,0,2023-10-09 17:44:20.668
C1006176917,0,2023-10-09 17:44:22.482
C1007572087,0,2023-10-09 17:44:37.590
C1032715879,0,2023-10-09 17:44:48.237
C1018388493,0,2023-10-09 17:45:18.095
C1020355960,0,2023-10-09 17:45:32.681
C1018388493,0,2023-10-09 17:45:52.304
C1009080922,0,2023-10-09 17:46:03.067
C1011693897,0,2023-10-09 17:46:18.426
C103240070,0,2023-10-09 17:46:23.287
C1035681921,0,2023-10-09 17:46:42.900
C1034685704,0,2023-10-09 17:46:48.705
C1035581047,0,2023-10-09 17:47:26.926
C10105795,0,2023-10-09 17:47:57.982
C1029994689,0,2023-10-09 17:48:26.620
C1036903280,0,2023-10-09 17:49:11.325
C1017941602,0,2023-10-09 17:49:37.604
C1021409246,0,2023-10-09 17:49:41.866
C1030484150,0,2023-10-09 17:50:12.396
C1028143403,0,2023-10-09 17:51:12.373
C1039748502,0,2023-10-09 17:51:13.568
C1039390058,0,2023-10-09 17:51:28.482
C10105795,0,2023-10-09 17:51:55.195
C1019678929,0,2023-10-09 17:52:11.901
C1031698099,0,2023-10-09 17:52:38.777
C1021409246,0,2023-10-09 17:53:02.897
C103240070,0,2023-10-09 17:53:12.728
C1018783569,0,2023-10-09 17:54:01.815
C1011693897,0,2023-10-09 17:54:43.340
C102010508,0,2023-10-09 17:54:45.772
C1038277619,0,2023-10-09 17:55:40.108
C1021409246,0,2023-10-09 17:56:17.429
C10263180,0,2023-10-09 17:56:17.719
C1038733568,0,2023-10-09 17:56:24.932
C1030975170,0,2023-10-09 17:56:49.259
C1018153896,0,2023-10-09 17:56:57.911
C1014783484,0,2023-10-09 17:57:04.448
C1018979501,0,2023-10-09 17:57:30.112
C1017469037,0,2023-10-09 17:57:36.680
C1018388493,0,2023-10-09 17:58:16.544
C1038722314,0,2023-10-09 17:58:28.931
C1030975170,0,2023-10-09 17:58:33.769
C1022713215,0,2023-10-09 17:58:47.599
C1032319289,0,2023-10-09 17:58:57.859
C1018153896,0,2023-10-09 17:59:07.143
C102364766,0,2023-10-09 17:59:07.579
C1010589026,0,2023-10-09 17:59:16.302
C1014847580,0,2023-10-09 17:59:18.274
C1018388493,0,2023-10-09 17:59:37.068
C1010589026,0,2023-10-09 17:59:50.101
C1014347664,0,2023-10-09 17:59:58.210
C1020355960,0,2023-10-09 18:00:01.343
C1014124305,0,2023-10-09 18:00:42.900
C1004300450,0,2023-10-09 18:01:26.350
C1018653381,0,2023-10-09 18:02:08.928
C100992504,0,2023-10-09 18:02:20.182
C1038329920,0,2023-10-09 18:03:12.066
C1010589026,0,2023-10-09 18:03:20.536
C1005495267,0,2023-10-09 18:03:20.801
C1030975170,0,2023-10-09 18:03:42.232
C1014347664,0,2023-10-09 18:03:45.495
C1033736586,0,2023-10-09 18:04:12.343
C1005126300,0,2023-10-09 18:04:24.424
C1000699316,0,2023-10-09 18:04:27.958
C1020192133,0,2023-10-09 18:04:36.559
C1022153336,0,2023-10-09 18:04:43.099
C1033736586,0,2023-10-09 18:04:56.884
C1002658784,0,2023-10-09 18:04:58.093
C1017941602,0,2023-10-09 18:04:59.743
C1018153896,0,2023-10-09 18:05:15.892
C1021409246,0,2023-10-09 18:05:34.647
C1008918174,0,2023-10-09 18:05:47.205
C1032715879,0,2023-10-09 18:05:48.698
C1030975170,0,2023-10-09 18:05:56.982
C1030484150,0,2023-10-09 18:06:02.940
C1007572087,0,2023-10-09 18:06:03.816
C1032715879,0,2023-10-09 18:06:46.716
C1011693897,0,2023-10-09 18:06:49.244
C1018783569,0,2023-10-09 18:07:01.973
C1027777422,0,2023-10-09 18:07:13.878
C1006176917,0,2023-10-09 18:07:14.852
C1039035065,0,2023-10-09 18:07:29.695
C1037622786,0,2023-10-09 18:07:47.001
C1032319289,0,2023-10-09 18:08:21.121
C1000148617,0,2023-10-09 18:08:32.296
C1022530210,0,2023-10-09 18:08:58.053
C1010589026,0,2023-10-09 18:09:00.195
C1014124305,0,2023-10-09 18:09:18.835
C1005495267,0,2023-10-09 18:09:19.948
C1019678929,0,2023-10-09 18:09:28.948
C1017469037,0,2023-10-09 18:09:33.618
C1033736586,0,2023-10-09 18:09:38.740
C1014010834,0,2023-10-09 18:09:51.869
C1002759277,0,2023-10-09 18:09:56.366
C1010589026,0,2023-10-09 18:10:21.137
C1013313546,0,2023-10-09 18:10:32.058
C1014847580,0,2023-10-09 18:11:14.649
C1005126300,0,2023-10-09 18:11:24.569
C1038733568,0,2023-10-09 18:11:43.349
C1030975170,0,2023-10-09 18:12:19.001
C1028143403,0,2023-10-09 18:12:38.904
C1019678929,0,2023-10-09 18:12:44.689
C1023694383,0,2023-10-09 18:12:55.596
C1013313546,1,2023-10-09 18:13:07.789
C1032715879,0,2023-10-09 18:13:12.317
C1039035065,0,2023-10-09 18:13:39.717
C10263180,0,2023-10-09 18:13:48.710
C1007572087,0,2023-10-09 18:13:49.189
C1021409246,0,2023-10-09 18:13:57.296
C1014313887,0,2023-10-09 18:13:59.005
C1039390058,0,2023-10-09 18:14:31.849
C1028995887,0,2023-10-09 18:14:48.383
C1022153336,0,2023-10-09 18:15:02.319
C1039390058,0,2023-10-09 18:15:38.616
C1033848759,0,2023-10-09 18:15:50.951
C1038996959,0,2023-10-09 18:16:15.899
C1002759277,0,2023-10-09 18:16:24.910
C1035681921,0,2023-10-09 18:16:33.301
C1009080922,0,2023-10-09 18:16:40.482
C100992504,0,2023-10-09 18:16:43.760
C1004300450,0,2023-10-09 18:17:00.046
C1038996959,0,2023-10-09 18:17:01.692
C1032319289,1,2023-10-09 18:17:10.204
C1032715879,0,2023-10-09 18:18:08.159
C1017941602,0,2023-10-09 18:18:09.928
C1019678929,0,2023-10-09 18:18:39.414
C1019678929,0,2023-10-09 18:19:27.201
C1039035065,0,2023-10-09 18:19:35.608
C1017469037,0,2023-10-09 18:20:01.490
C1013199152,0,2023-10-09 18:20:03.829
C1038215695,0,2023-10-09 18:20:48.795
C1014124305,0,2023-10-09 18:20:50.024
C1038329920,0,2023-10-09 18:21:43.723
C1018783569,0,2023-10-09 18:22:32.319
C1031698099,0,2023-10-09 18:22:33.547
C1008918174,0,2023-10-09 18:22:42.803
C1017941602,0,2023-10-09 18:22:50.821
C1034685704,0,2023-10-09 18:23:14.655
C1009080922,0,2023-10-09 18:23:19.087
C1009080922,0,2023-10-09 18:23:27.516
C1000699316,0,2023-10-09 18:23:36.830
C1010936270,0,2023-10-09 18:23:50.441
C1010589026,0,2023-10-09 18:24:00.452
C1017941602,0,2023-10-09 18:24:05.732
C1017941602,0,2023-10-09 18:24:06.826
C1022713215,0,2023-10-09 18:24:09.894
C1018153896,0,2023-10-09 18:24:20.077
C1012876398,0,2023-10-09 18:24:35.491
C102010508,0,2023-10-09 18:24:40.416
C10263180,0,2023-10-09 18:24:40.900
C1035581047,0,2023-10-09 18:24:59.643
C1004300450,0,2023-10-09 18:25:02.282
C1013199152,0,2023-10-09 18:25:20.907
C1022713215,0,2023-10-09 18:25:45.244
C1037622786,0,2023-10-09 18:25:45.843
C1022713215,0,2023-10-09 18:26:03.568
C1021896897,0,2023-10-09 18:26:10.372
C1017469037,0,2023-10-09 18:26:19.264
C1008918174,0,2023-10-09 18:26:28.457
C1019678929,0,2023-10-09 18:26:33.674
C1007790716,0,2023-10-09 18:26:57.105
C1035581047,0,2023-10-09 18:27:09.420
C1018979501,0,2023-10-09 18:27:52.435
C1022530210,0,2023-10-09 18:27:59.154
C102256008,0,2023-10-09 18:28:39.163
C1005495267,0,2023-10-09 18:28:41.483
C1011693897,0,2023-10-09 18:29:08.449
C1033736586,0,2023-10-09 18:29:16.799
C1037161656,0,2023-10-09 18:29:50.675
C1010865894,0,2023-10-09 18:29:59.125
C103240070,0,2023-10-09 18:30:04.514
C1014313887,0,2023-10-09 18:30:42.599
C1004532392,0,2023-10-09 18:30:54.852
C1039035065,0,2023-10-09 18:31:12.427
C1035581047,0,2023-10-09 18:31:35.011
C1018153896,0,2023-10-09 18:31:48.284
C1005126300,0,2023-10-09 18:31:49.554
C1038733568,0,2023-10-09 18:31:49.760
C1035222482,0,2023-10-09 18:31:59.946
C1014124305,0,2023-10-09 18:32:11.133
C1010936270,0,2023-10-09 18:32:19.773
C1039748502,0,2023-10-09 18:32:46.998
C100045114,0,2023-10-09 18:32:47.902
C1000699316,0,2023-10-09 18:33:28.810
C10263180,0,2023-10-09 18:33:51.205
C1014313887,0,2023-10-09 18:34:05.311
C1014010834,0,2023-10-09 18:34:20.951
C1030975170,0,2023-10-09 18:34:23.126
C1009080922,0,2023-10-09 18:34:34.826
C1018979501,0,2023-10-09 18:35:19.606
C100992504,0,2023-10-09 18:35:26.566
C1010589026,0,2023-10-09 18:35:48.094
C1037161656,0,2023-10-09 18:35:48.715
C1022153336,0,2023-10-09 18:36:09.496
