timestamp,source,amount_avg_2h,amount_avg_12h,amount_avg_24h,amount_sum_2h,amount_sum_12h,amount_sum_24h,amount_count_2h,amount_count_12h,amount_count_24h,amount_max_2h,amount_max_12h,amount_max_24h,es_transportation_sum_14d,es_health_sum_14d,es_otherservices_sum_14d,es_food_sum_14d,es_hotelservices_sum_14d,es_barsandrestaurants_sum_14d,es_tech_sum_14d,es_sportsandtoys_sum_14d,es_wellnessandbeauty_sum_14d,es_hyper_sum_14d,es_fashion_sum_14d,es_home_sum_14d,es_contents_sum_14d,es_travel_sum_14d,es_leisure_sum_14d,age_mapped,step,age,gender_F,gender_M,zipcodeOri,zipMerchant,category_es_transportation,category_es_health,category_es_otherservices,category_es_food,category_es_hotelservices,category_es_barsandrestaurants,category_es_tech,category_es_sportsandtoys,category_es_wellnessandbeauty,category_es_hyper,category_es_fashion,category_es_home,category_es_contents,category_es_travel,category_es_leisure,amount,fraud,target,device,timestamp_hour,timestamp_day_of_week
2023-10-09 15:45:33.933577054,C1011693897,8.02,8.02,8.02,8.02,8.02,8.02,1.0,1.0,1.0,8.02,8.02,8.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131,1,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02,0,M348934600,eed7672895044ea185f4860f6dd3d9d6,15,0
2023-10-09 15:45:45.951847092,C1010936270,13.406666666666666,13.406666666666666,13.406666666666666,40.22,40.22,40.22,3.0,3.0,3.0,18.72,18.72,18.72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,66,3,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.72,0,M348934600,58d0422a50bc40c89d2b4977b2f1beea,15,0
2023-10-09 15:45:48.470419888,C1037161656,22.24,22.24,22.24,22.24,22.24,22.24,1.0,1.0,1.0,22.24,22.24,22.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,2,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.24,0,M348934600,5740e926ac034334b10a4dd768280831,15,0
2023-10-09 15:45:52.741889256,C1014347664,32.06,32.06,32.06,32.06,32.06,32.06,1.0,1.0,1.0,32.06,32.06,32.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,85,6,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.06,0,M348934600,5aac8ca40fcb4671bf9e6b4a78429726,15,0
2023-10-09 15:46:55.641023577,C1032715879,17.77,17.77,17.77,35.54,35.54,35.54,2.0,2.0,2.0,18.8,18.8,18.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,31,3,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,M1823072687,8c2df069b3b44657a3aa7b31cb936ea6,15,0
2023-10-09 15:47:18.220204827,C1018783569,51.23,51.23,51.23,51.23,51.23,51.23,1.0,1.0,1.0,51.23,51.23,51.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,38,2,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.23,0,M348934600,eb826440b41044c9875809c2600246bd,15,0
2023-10-09 15:47:25.072681973,C1004109477,61.92,61.92,61.92,61.92,61.92,61.92,1.0,1.0,1.0,61.92,61.92,61.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,91,5,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.92,0,M1823072687,06e72f0e821545ce8bb796a89aacab96,15,0
2023-10-09 15:47:45.486931784,C1039390058,43.17,43.17,43.17,43.17,43.17,43.17,1.0,1.0,1.0,43.17,43.17,43.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17,0,M348934600,6efea44673bd4e35b1be2c4bbdb52728,15,0
2023-10-09 15:48:12.379648702,C100045114,59.52,59.52,59.52,59.52,59.52,59.52,1.0,1.0,1.0,59.52,59.52,59.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,140,4,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.52,0,M348934600,8d2d3c8580894d5a9bdab07fa677890a,15,0
2023-10-09 15:48:18.981269734,C1035666255,3.68,3.68,3.68,3.68,3.68,3.68,1.0,1.0,1.0,3.68,3.68,3.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,53,2,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,M1823072687,cb1c782b8ece4b29a2559e12c830e232,15,0
2023-10-09 15:48:34.162543676,C1014010834,19.47,19.47,19.47,38.94,38.94,38.94,2.0,2.0,2.0,23.64,23.64,23.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73,1,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64,0,M1823072687,26d74c1ada0048a7b6002731b15b86e1,15,0
2023-10-09 15:49:03.470886700,C10105795,5.42,5.42,5.42,5.42,5.42,5.42,1.0,1.0,1.0,5.42,5.42,5.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99,4,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,0,M1823072687,c52538ca61d24407a44cc3dfcb05df78,15,0
2023-10-09 15:49:18.901230135,C1035681921,34.16,34.16,34.16,34.16,34.16,34.16,1.0,1.0,1.0,34.16,34.16,34.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,83,1,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.16,0,M1823072687,74dda35763b24ae4a7f60e0a4ce0975a,15,0
2023-10-09 15:49:36.599602818,C1008918174,6.485,6.485,6.485,12.97,12.97,12.97,2.0,2.0,2.0,12.21,12.21,12.21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,94,3,1,0,28007,28007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.21,0,M85975013,e6b346c56a1d4df8ad8ae7a244b1ceb3,15,0
2023-10-09 15:50:06.048500681,C1038329920,53.02,53.02,53.02,53.02,53.02,53.02,1.0,1.0,1.0,53.02,53.02,53.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109,1,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.02,0,M1823072687,7cdfe7f685bd4b66a4174494cad78efb,15,0
2023-10-09 15:50:13.913259607,C1014010834,21.62,21.62,21.62,64.86,64.86,64.86,3.0,3.0,3.0,25.92,25.92,25.92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,1,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92,0,M1823072687,03cf1148a12747d596d0538d11d2cbf1,15,0
2023-10-09 15:50:39.510350125,C1030484150,30.42,30.42,30.42,30.42,30.42,30.42,1.0,1.0,1.0,30.42,30.42,30.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,66,2,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.42,0,M348934600,e19737fe133c490e811ee28f49aa0d9f,15,0
2023-10-09 15:50:42.035290627,C1033736586,20.035,20.035,20.035,40.07,40.07,40.07,2.0,2.0,2.0,35.57,35.57,35.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,105,4,1,0,28007,28007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.57,0,M85975013,35c6a749b92b47de8efce7fe43f91707,15,0
2023-10-09 15:50:45.893042024,C1035581047,16.34,16.34,16.34,16.34,16.34,16.34,1.0,1.0,1.0,16.34,16.34,16.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,93,5,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.34,0,M1823072687,edd7da0ef7094625b895a5ee859b4fe3,15,0
2023-10-09 15:51:06.662762776,C1017941602,31.59,31.59,31.59,31.59,31.59,31.59,1.0,1.0,1.0,31.59,31.59,31.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,91,5,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.59,0,M1823072687,0efa7cff9cee4d8183bdf1f0124754ae,15,0
2023-10-09 15:51:12.918714156,C1025104996,28.61,28.61,28.61,28.61,28.61,28.61,1.0,1.0,1.0,28.61,28.61,28.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,40,5,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,0,M1823072687,44c219fb63734c05bb7f0435a648c613,15,0
2023-10-09 15:51:22.571033327,C1038722314,77.8,77.8,77.8,77.8,77.8,77.8,1.0,1.0,1.0,77.8,77.8,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,35,4,0,1,28007,28007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.8,0,M78078399,98e3cbcdc53d44ecb1fe04437b6f3da5,15,0
2023-10-09 15:51:28.125659575,C1009080922,24.54,24.54,24.54,24.54,24.54,24.54,1.0,1.0,1.0,24.54,24.54,24.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,97,3,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.54,0,M1823072687,7ed7cf17a8de4349854b57bf76868875,15,0
2023-10-09 15:51:38.384446176,C1033736586,16.523333333333333,16.523333333333333,16.523333333333333,49.57,49.57,49.57,3.0,3.0,3.0,35.57,35.57,35.57,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,107,4,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,M1823072687,30b269ae55984e5584f1dd5f642ac1a3,15,0
2023-10-09 15:51:57.783854731,C102364766,49.57,49.57,49.57,49.57,49.57,49.57,1.0,1.0,1.0,49.57,49.57,49.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,26,2,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.57,0,M348934600,7b31f7568c3b425f823a84a4bb04c823,15,0
2023-10-09 15:52:39.153260507,C1035222482,77.2,77.2,77.2,77.2,77.2,77.2,1.0,1.0,1.0,77.2,77.2,77.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69,1,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2,0,M348934600,d45b0900ae9d4afb86a522e03fd994a7,15,0
2023-10-09 15:52:49.806722887,C1014347664,19.455000000000002,19.455000000000002,19.455000000000002,38.910000000000004,38.910000000000004,38.910000000000004,2.0,2.0,2.0,32.06,32.06,32.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,134,6,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,M1823072687,5aac8ca40fcb4671bf9e6b4a78429726,15,0
2023-10-09 15:53:05.373891338,C1032319289,7.23,7.23,7.23,7.23,7.23,7.23,1.0,1.0,1.0,7.23,7.23,7.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,23,3,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,M1823072687,ea170f87012742f194ad6c35399c0731,15,0
2023-10-09 15:53:25.843543364,C1037622786,70.88,70.88,70.88,70.88,70.88,70.88,1.0,1.0,1.0,70.88,70.88,70.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,103,3,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.88,0,M348934600,326a7d115c0f4b50b0393701ae95491d,15,0
2023-10-09 15:53:27.490137804,C1004109477,59.58,59.58,59.58,119.16,119.16,119.16,2.0,2.0,2.0,61.92,61.92,61.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,23,5,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.24,0,M1823072687,81efe6d1930d454bbcf645582535ef1b,15,0
2023-10-09 15:53:51.742057676,C1038996959,0.05,0.05,0.05,0.05,0.05,0.05,1.0,1.0,1.0,0.05,0.05,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,81,2,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,M1823072687,f943c86dfa5840529bfd99df38b47c49,15,0
2023-10-09 15:54:04.654325644,C1031698099,11.11,11.11,11.11,11.11,11.11,11.11,1.0,1.0,1.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109,0,0,1,28007,28007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.11,0,M1946091778,a1a8ee85df434b17b94187a9b626367d,15,0
2023-10-09 15:54:32.251555211,C1007790716,65.89,65.89,65.89,65.89,65.89,65.89,1.0,1.0,1.0,65.89,65.89,65.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,93,2,0,1,28007,28007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.89,0,M85975013,b116a1e2d5524487a714a5573f635791,15,0
2023-10-09 15:54:41.720245720,C1004300450,27.47,27.47,27.47,54.94,54.94,54.94,2.0,2.0,2.0,47.15,47.15,47.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,53,4,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,M348934600,027ce8fec23e4e25988b6ce45df56e1c,15,0
2023-10-09 15:54:44.450200793,C1018979501,8.95,8.95,8.95,8.95,8.95,8.95,1.0,1.0,1.0,8.95,8.95,8.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,73,3,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95,0,M348934600,719d1b342c3d44c399877e9c1e8b8ecd,15,0
2023-10-09 15:55:12.307613325,C1007790716,60.305,60.305,60.305,120.61,120.61,120.61,2.0,2.0,2.0,65.89,65.89,65.89,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,58,2,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.72,0,M1823072687,b116a1e2d5524487a714a5573f635791,15,0
2023-10-09 15:55:22.347427304,C10105795,15.085,15.085,15.085,30.17,30.17,30.17,2.0,2.0,2.0,24.75,24.75,24.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,141,4,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,0,M1823072687,b25a053faace460f8ac7d5511aa88593,15,0
2023-10-09 15:55:23.292805542,C1032319289,19.39,19.39,19.39,38.78,38.78,38.78,2.0,2.0,2.0,31.55,31.55,31.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,90,3,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.55,0,M1823072687,ea170f87012742f194ad6c35399c0731,15,0
2023-10-09 15:55:33.082640375,C1013313546,11.58,11.58,11.58,11.58,11.58,11.58,1.0,1.0,1.0,11.58,11.58,11.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,67,2,1,0,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58,0,M348934600,84013f38a31c451197a1963d9bd88156,15,0
2023-10-09 15:55:35.098183050,C1039390058,43.730000000000004,43.730000000000004,43.730000000000004,87.46000000000001,87.46000000000001,87.46000000000001,2.0,2.0,2.0,44.29,44.29,44.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,107,4,0,1,28007,28007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.29,0,M855959430,6c08480bd1234bac9e6a4b57310ba9ab,15,0
2023-10-09 15:56:04.037638232,C1014347664,25.400000000000002,25.400000000000002,25.400000000000002,76.2,76.2,76.2,3.0,3.0,3.0,37.29,37.29,37.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,50,6,0,1,28007,28007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.29,0,M348934600,5aac8ca40fcb4671bf9e6b4a78429726,15,0
